id,customer_id,session_id,channel,campaign_id,date,intent,status,order_id,variant_id
lead-public-01024,cust-0362,session-public-03254,Paid Social,camp-move,2026-06-06,consider,open,,
lead-public-01025,cust-0369,session-public-03265,Instagram,camp-studio,2026-07-03,browse,lost,,
lead-public-01026,cust-0376,session-public-03276,Organic,organic,2025-12-19,browse,open,,
lead-public-01027,cust-0383,session-public-03287,DM,camp-private,2025-10-27,consider,open,,
lead-public-01028,cust-0390,session-public-03298,Paid Social,camp-move,2026-09-17,browse,open,,
lead-public-01029,cust-0397,session-public-03309,Instagram,camp-studio,2026-07-02,browse,lost,,
lead-public-01030,cust-0004,session-public-03320,Organic,organic,2025-12-09,consider,open,,
lead-public-01031,cust-0011,session-public-03331,DM,camp-private,2026-06-20,browse,open,,
lead-public-01032,cust-0018,session-public-03342,Paid Social,camp-move,2026-05-09,browse,open,,
lead-public-01033,cust-0025,session-public-03353,Instagram,camp-studio,2026-07-27,consider,lost,,
lead-public-01034,cust-0032,session-public-03364,Organic,organic,2026-04-24,browse,open,,
lead-public-01035,cust-0039,session-public-03375,DM,camp-private,2026-09-14,browse,open,,
lead-public-01036,cust-0046,session-public-03386,Paid Social,camp-move,2026-06-27,consider,open,,
lead-public-01037,cust-0053,session-public-03397,Instagram,camp-studio,2026-02-04,browse,lost,,
lead-public-01038,cust-0060,session-public-03408,Organic,organic,2026-09-14,browse,open,,
lead-public-01039,cust-0067,session-public-03419,DM,camp-private,2026-09-17,consider,open,,
lead-public-01040,cust-0074,session-public-03430,Paid Social,camp-move,2026-08-28,browse,open,,
lead-public-01041,cust-0081,session-public-03441,Instagram,camp-studio,2026-09-09,browse,lost,,
lead-public-01042,cust-0088,session-public-03452,Organic,organic,2026-09-06,consider,open,,
lead-public-01043,cust-0095,session-public-03463,DM,camp-private,2026-02-02,browse,open,,
lead-public-01044,cust-0102,session-public-03474,Paid Social,camp-move,2026-07-04,browse,open,,
lead-public-01045,cust-0109,session-public-03485,Instagram,camp-studio,2026-05-20,consider,lost,,
lead-public-01046,cust-0116,session-public-03496,Organic,organic,2026-02-02,browse,open,,
lead-public-01047,cust-0123,session-public-03507,DM,camp-private,2026-02-04,browse,open,,
lead-public-01048,cust-0130,session-public-03518,Paid Social,camp-move,2026-04-29,consider,open,,
lead-public-01049,cust-0137,session-public-03529,Instagram,camp-studio,2026-06-01,browse,lost,,
lead-public-01050,cust-0144,session-public-03540,Organic,organic,2026-09-05,browse,open,,
lead-public-01051,cust-0151,session-public-03551,DM,camp-private,2026-05-19,consider,open,,
lead-public-01052,cust-0158,session-public-03562,Paid Social,camp-move,2026-09-06,browse,open,,
lead-public-01053,cust-0165,session-public-03573,Instagram,camp-studio,2026-05-02,browse,lost,,
lead-public-01054,cust-0172,session-public-03584,Organic,organic,2026-09-13,consider,open,,
lead-public-01055,cust-0179,session-public-03595,DM,camp-private,2026-02-26,browse,open,,
lead-public-01056,cust-0186,session-public-03606,Paid Social,camp-move,2026-07-25,browse,open,,
lead-public-01057,cust-0193,session-public-03617,Instagram,camp-studio,2026-01-22,consider,lost,,
lead-public-01058,cust-0200,session-public-03628,Organic,organic,2026-06-27,browse,open,,
lead-public-01059,cust-0207,session-public-03639,DM,camp-private,2026-04-20,browse,open,,
lead-public-01060,cust-0214,session-public-03650,Paid Social,camp-move,2026-09-10,consider,open,,
lead-public-01061,cust-0221,session-public-03661,Instagram,camp-studio,2026-09-13,browse,lost,,
lead-public-01062,cust-0228,session-public-03672,Organic,organic,2026-03-14,browse,open,,
lead-public-01063,cust-0235,session-public-03683,DM,camp-private,2025-11-23,consider,open,,
lead-public-01064,cust-0242,session-public-03694,Paid Social,camp-move,2026-05-18,browse,open,,
lead-public-01065,cust-0249,session-public-03705,Instagram,camp-studio,2026-05-28,browse,lost,,
lead-public-01066,cust-0256,session-public-03716,Organic,organic,2026-01-24,consider,open,,
lead-public-01067,cust-0263,session-public-03727,DM,camp-private,2026-07-01,browse,open,,
lead-public-01068,cust-0270,session-public-03738,Paid Social,camp-move,2026-08-22,browse,open,,
lead-public-01069,cust-0277,session-public-03749,Instagram,camp-studio,2026-05-21,consider,lost,,
lead-public-01070,cust-0284,session-public-03760,Organic,organic,2026-09-05,browse,open,,
lead-public-01071,cust-0291,session-public-03771,DM,camp-private,2025-11-11,browse,open,,
lead-public-01072,cust-0298,session-public-03782,Paid Social,camp-move,2026-04-13,consider,open,,
lead-public-01073,cust-0305,session-public-03793,Instagram,camp-studio,2026-01-10,browse,lost,,
lead-public-01074,cust-0312,session-public-03804,Organic,organic,2026-04-26,browse,open,,
lead-public-01075,cust-0319,session-public-03815,DM,camp-private,2026-02-20,consider,open,,
lead-public-01076,cust-0326,session-public-03826,Paid Social,camp-move,2026-06-14,browse,open,,
lead-public-01077,cust-0333,session-public-03837,Instagram,camp-studio,2026-01-04,browse,lost,,
lead-public-01078,cust-0340,session-public-03848,Organic,organic,2026-09-02,consider,open,,
lead-public-01079,cust-0347,session-public-03859,DM,camp-private,2026-07-23,browse,open,,
lead-public-01080,cust-0354,session-public-03870,Paid Social,camp-move,2026-08-17,browse,open,,
lead-public-01081,cust-0361,session-public-03881,Instagram,camp-studio,2026-07-02,consider,lost,,
lead-public-01082,cust-0368,session-public-03892,Organic,organic,2026-06-19,browse,open,,
lead-public-01083,cust-0375,session-public-03903,DM,camp-private,2025-11-13,browse,open,,
lead-public-01084,cust-0382,session-public-03914,Paid Social,camp-move,2026-07-08,consider,open,,
lead-public-01085,cust-0389,session-public-03925,Instagram,camp-studio,2026-07-17,browse,lost,,
lead-public-01086,cust-0396,session-public-03936,Organic,organic,2026-08-29,browse,open,,
lead-public-01087,cust-0003,session-public-03947,DM,camp-private,2026-06-16,consider,open,,
lead-public-01088,cust-0010,session-public-03958,Paid Social,camp-move,2026-03-10,browse,open,,
lead-public-01089,cust-0017,session-public-03969,Instagram,camp-studio,2026-07-21,browse,lost,,
lead-public-01090,cust-0024,session-public-03980,Organic,organic,2026-06-07,consider,open,,
lead-public-01091,cust-0031,session-public-03991,DM,camp-private,2026-06-28,browse,open,,
lead-public-01092,cust-0038,session-public-04002,Paid Social,camp-move,2026-01-12,browse,open,,
lead-public-01093,cust-0045,session-public-04013,Instagram,camp-studio,2026-07-06,consider,lost,,
lead-public-01094,cust-0052,session-public-04024,Organic,organic,2026-07-31,browse,open,,
lead-public-01095,cust-0059,session-public-04035,DM,camp-private,2025-12-06,browse,open,,
lead-public-01096,cust-0066,session-public-04046,Paid Social,camp-move,2026-08-10,consider,open,,
lead-public-01097,cust-0073,session-public-04057,Instagram,camp-studio,2025-12-28,browse,lost,,
lead-public-01098,cust-0080,session-public-04068,Organic,organic,2026-03-27,browse,open,,
lead-public-01099,cust-0087,session-public-04079,DM,camp-private,2026-09-16,consider,open,,
lead-public-01100,cust-0094,session-public-04090,Paid Social,camp-move,2026-06-22,browse,open,,
lead-public-01101,cust-0101,session-public-04101,Instagram,camp-studio,2026-09-09,browse,lost,,
lead-public-01102,cust-0108,session-public-04112,Organic,organic,2026-07-29,consider,open,,
lead-public-01103,cust-0115,session-public-04123,DM,camp-private,2026-05-06,browse,open,,
lead-public-01104,cust-0122,session-public-04134,Paid Social,camp-move,2025-12-04,browse,open,,
lead-public-01105,cust-0129,session-public-04145,Instagram,camp-studio,2026-07-18,consider,lost,,
lead-public-01106,cust-0136,session-public-04156,Organic,organic,2026-08-08,browse,open,,
lead-public-01107,cust-0143,session-public-04167,DM,camp-private,2026-04-13,browse,open,,
lead-public-01108,cust-0150,session-public-04178,Paid Social,camp-move,2026-07-24,consider,open,,
lead-public-01109,cust-0157,session-public-04189,Instagram,camp-studio,2025-11-19,browse,lost,,
lead-public-01110,cust-0164,session-public-04200,Organic,organic,2026-04-04,browse,open,,
lead-public-01111,cust-0171,session-public-04211,DM,camp-private,2026-06-28,consider,open,,
lead-public-01112,cust-0178,session-public-04222,Paid Social,camp-move,2026-07-30,browse,open,,
lead-public-01113,cust-0185,session-public-04233,Instagram,camp-studio,2026-02-19,browse,lost,,
lead-public-01114,cust-0192,session-public-04244,Organic,organic,2026-09-06,consider,open,,
lead-public-01115,cust-0199,session-public-04255,DM,camp-private,2026-06-11,browse,open,,
lead-public-01116,cust-0206,session-public-04266,Paid Social,camp-move,2026-06-30,browse,open,,
lead-public-01117,cust-0213,session-public-04277,Instagram,camp-studio,2026-06-25,consider,lost,,
lead-public-01118,cust-0220,session-public-04288,Organic,organic,2026-04-01,browse,open,,
lead-public-01119,cust-0227,session-public-04299,DM,camp-private,2026-06-01,browse,open,,
lead-public-01120,cust-0234,session-public-04310,Paid Social,camp-move,2026-09-15,consider,open,,
lead-public-01121,cust-0241,session-public-04321,Instagram,camp-studio,2026-04-02,browse,lost,,
lead-public-01122,cust-0248,session-public-04332,Organic,organic,2026-09-02,browse,open,,
lead-public-01123,cust-0255,session-public-04343,DM,camp-private,2026-05-22,consider,open,,
lead-public-01124,cust-0262,session-public-04354,Paid Social,camp-move,2026-08-25,browse,open,,
lead-public-01125,cust-0269,session-public-04365,Instagram,camp-studio,2026-09-06,browse,lost,,
lead-public-01126,cust-0276,session-public-04376,Organic,organic,2025-11-25,consider,open,,
lead-public-01127,cust-0283,session-public-04387,DM,camp-private,2026-09-11,browse,open,,
lead-public-01128,cust-0290,session-public-04398,Paid Social,camp-move,2026-07-02,browse,open,,
lead-public-01129,cust-0297,session-public-04409,Instagram,camp-studio,2026-05-14,consider,lost,,
lead-public-01130,cust-0304,session-public-04420,Organic,organic,2026-05-09,browse,open,,
lead-public-01131,cust-0311,session-public-04431,DM,camp-private,2026-04-04,browse,open,,
lead-public-01132,cust-0318,session-public-04442,Paid Social,camp-move,2026-04-06,consider,open,,
lead-public-01133,cust-0325,session-public-04453,Instagram,camp-studio,2026-06-13,browse,lost,,
lead-public-01134,cust-0332,session-public-04464,Organic,organic,2026-04-14,browse,open,,
lead-public-01135,cust-0339,session-public-04475,DM,camp-private,2026-08-27,consider,open,,
lead-public-01136,cust-0346,session-public-04486,Paid Social,camp-move,2026-09-01,browse,open,,
lead-public-01137,cust-0353,session-public-04497,Instagram,camp-studio,2026-07-17,browse,lost,,
lead-public-01138,cust-0360,session-public-04508,Organic,organic,2026-08-14,consider,open,,
lead-public-01139,cust-0367,session-public-04519,DM,camp-private,2026-06-28,browse,open,,
lead-public-01140,cust-0374,session-public-04530,Paid Social,camp-move,2026-07-07,browse,open,,
lead-public-01141,cust-0381,session-public-04541,Instagram,camp-studio,2026-07-20,consider,lost,,
lead-public-01142,cust-0388,session-public-04552,Organic,organic,2026-06-07,browse,open,,
lead-public-01143,cust-0395,session-public-04563,DM,camp-private,2026-02-03,browse,open,,
lead-public-01144,cust-0002,session-public-04574,Paid Social,camp-move,2026-01-14,consider,open,,
lead-public-01145,cust-0009,session-public-04585,Instagram,camp-studio,2026-02-09,browse,lost,,
lead-public-01146,cust-0016,session-public-04596,Organic,organic,2026-01-20,browse,open,,
lead-public-01147,cust-0023,session-public-04607,DM,camp-private,2026-05-12,consider,open,,
lead-public-01148,cust-0030,session-public-04618,Paid Social,camp-move,2026-09-16,browse,open,,
lead-public-01149,cust-0037,session-public-04629,Instagram,camp-studio,2026-02-05,browse,lost,,
lead-public-01150,cust-0044,session-public-04640,Organic,organic,2026-04-06,consider,open,,
lead-public-01151,cust-0051,session-public-04651,DM,camp-private,2026-03-17,browse,open,,
lead-public-01152,cust-0058,session-public-04662,Paid Social,camp-move,2026-04-15,browse,open,,
lead-public-01153,cust-0065,session-public-04673,Instagram,camp-studio,2026-07-14,consider,lost,,
lead-public-01154,cust-0072,session-public-04684,Organic,organic,2026-06-10,browse,open,,
lead-public-01155,cust-0079,session-public-04695,DM,camp-private,2026-09-21,browse,open,,
lead-public-01156,cust-0086,session-public-04706,Paid Social,camp-move,2026-04-29,consider,open,,
lead-public-01157,cust-0093,session-public-04717,Instagram,camp-studio,2026-01-17,browse,lost,,
lead-public-01158,cust-0100,session-public-04728,Organic,organic,2026-08-15,browse,open,,
lead-public-01159,cust-0107,session-public-04739,DM,camp-private,2026-04-27,consider,open,,
lead-public-01160,cust-0114,session-public-04750,Paid Social,camp-move,2026-07-09,browse,open,,
lead-public-01161,cust-0121,session-public-04761,Instagram,camp-studio,2026-08-14,browse,lost,,
lead-public-01162,cust-0128,session-public-04772,Organic,organic,2026-02-03,consider,open,,
lead-public-01163,cust-0135,session-public-04783,DM,camp-private,2025-12-01,browse,open,,
lead-public-01164,cust-0142,session-public-04794,Paid Social,camp-move,2026-08-09,browse,open,,
lead-public-01165,cust-0149,session-public-04805,Instagram,camp-studio,2026-04-05,consider,lost,,
lead-public-01166,cust-0156,session-public-04816,Organic,organic,2026-09-18,browse,open,,
lead-public-01167,cust-0163,session-public-04827,DM,camp-private,2026-03-26,browse,open,,
lead-public-01168,cust-0170,session-public-04838,Paid Social,camp-move,2026-06-05,consider,open,,
lead-public-01169,cust-0177,session-public-04849,Instagram,camp-studio,2026-06-08,browse,lost,,
lead-public-01170,cust-0184,session-public-04860,Organic,organic,2026-09-08,browse,open,,
lead-public-01171,cust-0191,session-public-04871,DM,camp-private,2026-03-26,consider,open,,
lead-public-01172,cust-0198,session-public-04882,Paid Social,camp-move,2026-03-08,browse,open,,
lead-public-01173,cust-0205,session-public-04893,Instagram,camp-studio,2026-05-23,browse,lost,,
lead-public-01174,cust-0212,session-public-04904,Organic,organic,2026-02-26,consider,open,,
lead-public-01175,cust-0219,session-public-04915,DM,camp-private,2026-08-20,browse,open,,
lead-public-01176,cust-0226,session-public-04926,Paid Social,camp-move,2026-01-15,browse,open,,
lead-public-01177,cust-0233,session-public-04937,Instagram,camp-studio,2026-07-20,consider,lost,,
lead-public-01178,cust-0240,session-public-04948,Organic,organic,2026-05-31,browse,open,,
lead-public-01179,cust-0247,session-public-04959,DM,camp-private,2026-09-02,browse,open,,
lead-public-01180,cust-0254,session-public-04970,Paid Social,camp-move,2026-07-14,consider,open,,
lead-public-01181,cust-0261,session-public-04981,Instagram,camp-studio,2026-03-19,browse,lost,,
lead-public-01182,cust-0268,session-public-04992,Organic,organic,2026-08-14,browse,open,,
lead-public-01183,cust-0275,session-public-05003,DM,camp-private,2026-08-18,consider,open,,
lead-public-01184,cust-0282,session-public-05014,Paid Social,camp-move,2026-07-11,browse,open,,
lead-public-01185,cust-0289,session-public-05025,Instagram,camp-studio,2026-05-06,browse,lost,,
lead-public-01186,cust-0296,session-public-05036,Organic,organic,2025-11-08,consider,open,,
lead-public-01187,cust-0303,session-public-05047,DM,camp-private,2026-04-15,browse,open,,
lead-public-01188,cust-0310,session-public-05058,Paid Social,camp-move,2026-09-08,browse,open,,
lead-public-01189,cust-0317,session-public-05069,Instagram,camp-studio,2025-12-10,consider,lost,,
lead-public-01190,cust-0324,session-public-05080,Organic,organic,2025-10-23,browse,open,,
lead-public-01191,cust-0331,session-public-05091,DM,camp-private,2026-06-20,browse,open,,
lead-public-01192,cust-0338,session-public-05102,Paid Social,camp-move,2026-07-23,consider,open,,
lead-public-01193,cust-0345,session-public-05113,Instagram,camp-studio,2026-01-26,browse,lost,,
lead-public-01194,cust-0352,session-public-05124,Organic,organic,2026-08-24,browse,open,,
lead-public-01195,cust-0359,session-public-05135,DM,camp-private,2026-08-30,consider,open,,
lead-public-01196,cust-0366,session-public-05146,Paid Social,camp-move,2026-08-18,browse,open,,
lead-public-01197,cust-0373,session-public-05157,Instagram,camp-studio,2026-08-06,browse,lost,,
lead-public-01198,cust-0380,session-public-05168,Organic,organic,2026-02-04,consider,open,,
lead-public-01199,cust-0387,session-public-05179,DM,camp-private,2025-12-11,browse,open,,
lead-public-01200,cust-0394,session-public-05190,Paid Social,camp-move,2026-07-25,browse,open,,
lead-public-01201,cust-0001,session-public-05201,Instagram,camp-studio,2025-11-27,consider,lost,,
lead-public-01202,cust-0008,session-public-05212,Organic,organic,2026-08-11,browse,open,,
lead-public-01203,cust-0015,session-public-05223,DM,camp-private,2026-06-28,browse,open,,
lead-public-01204,cust-0022,session-public-05234,Paid Social,camp-move,2026-08-06,consider,open,,
lead-public-01205,cust-0029,session-public-05245,Instagram,camp-studio,2026-08-20,browse,lost,,
lead-public-01206,cust-0036,session-public-05256,Organic,organic,2026-07-03,browse,open,,
lead-public-01207,cust-0043,session-public-05267,DM,camp-private,2025-12-10,consider,open,,
lead-public-01208,cust-0050,session-public-05278,Paid Social,camp-move,2026-03-24,browse,open,,
lead-public-01209,cust-0057,session-public-05289,Instagram,camp-studio,2026-03-16,browse,lost,,
lead-public-01210,cust-0064,session-public-05300,Organic,organic,2026-03-26,consider,open,,
lead-public-01211,cust-0071,session-public-05311,DM,camp-private,2026-02-10,browse,open,,
lead-public-01212,cust-0078,session-public-05322,Paid Social,camp-move,2026-07-08,browse,open,,
lead-public-01213,cust-0085,session-public-05333,Instagram,camp-studio,2026-08-31,consider,lost,,
lead-public-01214,cust-0092,session-public-05344,Organic,organic,2026-08-31,browse,open,,
lead-public-01215,cust-0099,session-public-05355,DM,camp-private,2026-02-07,browse,open,,
lead-public-01216,cust-0106,session-public-05366,Paid Social,camp-move,2025-10-21,consider,open,,
lead-public-01217,cust-0113,session-public-05377,Instagram,camp-studio,2026-01-08,browse,lost,,
lead-public-01218,cust-0120,session-public-05388,Organic,organic,2026-08-17,browse,open,,
lead-public-01219,cust-0127,session-public-05399,DM,camp-private,2026-08-11,consider,open,,
lead-public-01220,cust-0134,session-public-05410,Paid Social,camp-move,2026-01-12,browse,open,,
lead-public-01221,cust-0141,session-public-05421,Instagram,camp-studio,2026-06-03,browse,lost,,
lead-public-01222,cust-0148,session-public-05432,Organic,organic,2026-07-21,consider,open,,
lead-public-01223,cust-0155,session-public-05443,DM,camp-private,2026-04-05,browse,open,,
lead-public-01224,cust-0162,session-public-05454,Paid Social,camp-move,2026-03-15,browse,open,,
lead-public-01225,cust-0169,session-public-05465,Instagram,camp-studio,2026-07-23,consider,lost,,
lead-public-01226,cust-0176,session-public-05476,Organic,organic,2026-08-15,browse,open,,
lead-public-01227,cust-0183,session-public-05487,DM,camp-private,2026-06-25,browse,open,,
lead-public-01228,cust-0190,session-public-05498,Paid Social,camp-move,2026-08-26,consider,open,,
lead-public-01229,cust-0197,session-public-05509,Instagram,camp-studio,2026-07-11,browse,lost,,
lead-public-01230,cust-0204,session-public-05520,Organic,organic,2026-08-25,browse,open,,
lead-public-01231,cust-0211,session-public-05531,DM,camp-private,2026-04-26,consider,open,,
lead-public-01232,cust-0218,session-public-05542,Paid Social,camp-move,2026-08-31,browse,open,,
lead-public-01233,cust-0225,session-public-05553,Instagram,camp-studio,2026-06-25,browse,lost,,
lead-public-01234,cust-0232,session-public-05564,Organic,organic,2026-07-07,consider,open,,
lead-public-01235,cust-0239,session-public-05575,DM,camp-private,2026-06-04,browse,open,,
lead-public-01236,cust-0246,session-public-05586,Paid Social,camp-move,2026-05-17,browse,open,,
lead-public-01237,cust-0253,session-public-05597,Instagram,camp-studio,2026-07-11,consider,lost,,
lead-public-01238,cust-0260,session-public-05608,Organic,organic,2026-06-02,browse,open,,
lead-public-01239,cust-0267,session-public-05619,DM,camp-private,2026-05-19,browse,open,,
lead-public-01240,cust-0274,session-public-05630,Paid Social,camp-move,2026-04-16,consider,open,,
lead-public-01241,cust-0281,session-public-05641,Instagram,camp-studio,2026-05-09,browse,lost,,
lead-public-01242,cust-0288,session-public-05652,Organic,organic,2025-12-08,browse,open,,
lead-public-01243,cust-0295,session-public-05663,DM,camp-private,2026-03-23,consider,open,,
lead-public-01244,cust-0302,session-public-05674,Paid Social,camp-move,2026-07-12,browse,open,,
lead-public-01245,cust-0309,session-public-05685,Instagram,camp-studio,2026-05-03,browse,lost,,
lead-public-01246,cust-0316,session-public-05696,Organic,organic,2026-05-29,consider,open,,
lead-public-01247,cust-0323,session-public-05707,DM,camp-private,2026-06-26,browse,open,,
lead-public-01248,cust-0330,session-public-05718,Paid Social,camp-move,2026-06-06,browse,open,,
lead-public-01249,cust-0337,session-public-05729,Instagram,camp-studio,2026-04-15,consider,lost,,
lead-public-01250,cust-0344,session-public-05740,Organic,organic,2026-07-10,browse,open,,
lead-public-01251,cust-0351,session-public-05751,DM,camp-private,2026-04-24,browse,open,,
lead-public-01252,cust-0358,session-public-05762,Paid Social,camp-move,2026-02-01,consider,open,,
lead-public-01253,cust-0365,session-public-05773,Instagram,camp-studio,2026-08-31,browse,lost,,
lead-public-01254,cust-0372,session-public-05784,Organic,organic,2026-05-14,browse,open,,
lead-public-01255,cust-0379,session-public-05795,DM,camp-private,2026-08-27,consider,open,,
lead-public-01256,cust-0386,session-public-05806,Paid Social,camp-move,2026-02-28,browse,open,,
lead-public-01257,cust-0393,session-public-05817,Instagram,camp-studio,2026-08-22,browse,lost,,
lead-public-01258,cust-0400,session-public-05828,Organic,organic,2026-09-08,consider,open,,
lead-public-01259,cust-0007,session-public-05839,DM,camp-private,2026-05-22,browse,open,,
lead-public-01260,cust-0014,session-public-05850,Paid Social,camp-move,2026-09-03,browse,open,,
lead-public-01261,cust-0021,session-public-05861,Instagram,camp-studio,2026-03-08,consider,lost,,
lead-public-01262,cust-0028,session-public-05872,Organic,organic,2026-08-21,browse,open,,
lead-public-01263,cust-0035,session-public-05883,DM,camp-private,2026-07-20,browse,open,,
lead-public-01264,cust-0042,session-public-05894,Paid Social,camp-move,2026-03-08,consider,open,,
lead-public-01265,cust-0049,session-public-05905,Instagram,camp-studio,2026-03-15,browse,lost,,
lead-public-01266,cust-0056,session-public-05916,Organic,organic,2026-06-23,browse,open,,
lead-public-01267,cust-0063,session-public-05927,DM,camp-private,2026-08-04,consider,open,,
lead-public-01268,cust-0070,session-public-05938,Paid Social,camp-move,2026-08-26,browse,open,,
lead-public-01269,cust-0077,session-public-05949,Instagram,camp-studio,2026-02-11,browse,lost,,
lead-public-01270,cust-0084,session-public-05960,Organic,organic,2026-01-07,consider,open,,
lead-public-01271,cust-0091,session-public-05971,DM,camp-private,2026-07-30,browse,open,,
lead-public-01272,cust-0098,session-public-05982,Paid Social,camp-move,2026-06-23,browse,open,,
lead-public-01273,cust-0105,session-public-05993,Instagram,camp-studio,2026-03-07,consider,lost,,
lead-public-01274,cust-0112,session-public-06004,Organic,organic,2025-11-30,browse,open,,
lead-public-01275,cust-0119,session-public-06015,DM,camp-private,2026-04-12,browse,open,,
lead-public-01276,cust-0126,session-public-06026,Paid Social,camp-move,2026-07-06,consider,open,,
lead-public-01277,cust-0133,session-public-06037,Instagram,camp-studio,2026-03-26,browse,lost,,
lead-public-01278,cust-0140,session-public-06048,Organic,organic,2026-03-26,browse,open,,
lead-public-01279,cust-0147,session-public-06059,DM,camp-private,2026-08-21,consider,open,,
lead-public-01280,cust-0154,session-public-06070,Paid Social,camp-move,2026-07-02,browse,open,,
lead-public-01281,cust-0161,session-public-06081,Instagram,camp-studio,2026-08-16,browse,lost,,
lead-public-01282,cust-0168,session-public-06092,Organic,organic,2026-07-03,consider,open,,
lead-public-01283,cust-0175,session-public-06103,DM,camp-private,2026-02-21,browse,open,,
lead-public-01284,cust-0182,session-public-06114,Paid Social,camp-move,2026-04-07,browse,open,,
lead-public-01285,cust-0189,session-public-06125,Instagram,camp-studio,2026-01-17,consider,lost,,
lead-public-01286,cust-0196,session-public-06136,Organic,organic,2026-07-09,browse,open,,
lead-public-01287,cust-0203,session-public-06147,DM,camp-private,2026-08-31,browse,open,,
lead-public-01288,cust-0210,session-public-06158,Paid Social,camp-move,2026-07-29,consider,open,,
lead-public-01289,cust-0217,session-public-06169,Instagram,camp-studio,2026-09-08,browse,lost,,
lead-public-01290,cust-0224,session-public-06180,Organic,organic,2026-06-06,browse,open,,
lead-public-01291,cust-0231,session-public-06191,DM,camp-private,2026-07-02,consider,open,,
lead-public-01292,cust-0238,session-public-06202,Paid Social,camp-move,2026-08-11,browse,open,,
lead-public-01293,cust-0245,session-public-06213,Instagram,camp-studio,2026-06-12,browse,lost,,
lead-public-01294,cust-0252,session-public-06224,Organic,organic,2026-08-20,consider,open,,
lead-public-01295,cust-0259,session-public-06235,DM,camp-private,2025-12-28,browse,open,,
lead-public-01296,cust-0266,session-public-06246,Paid Social,camp-move,2026-06-13,browse,open,,
lead-public-01297,cust-0273,session-public-06257,Instagram,camp-studio,2025-11-20,consider,lost,,
lead-public-01298,cust-0280,session-public-06268,Organic,organic,2026-06-23,browse,open,,
lead-public-01299,cust-0287,session-public-06279,DM,camp-private,2026-09-03,browse,open,,
lead-public-01300,cust-0294,session-public-06290,Paid Social,camp-move,2026-06-25,consider,open,,
lead-public-01301,cust-0301,session-public-06301,Instagram,camp-studio,2026-07-20,browse,lost,,
lead-public-01302,cust-0308,session-public-06312,Organic,organic,2026-04-09,browse,open,,
lead-public-01303,cust-0315,session-public-06323,DM,camp-private,2026-08-26,consider,open,,
lead-public-01304,cust-0322,session-public-06334,Paid Social,camp-move,2026-07-15,browse,open,,
lead-public-01305,cust-0329,session-public-06345,Instagram,camp-studio,2026-05-24,browse,lost,,
lead-public-01306,cust-0336,session-public-06356,Organic,organic,2025-12-26,consider,open,,
lead-public-01307,cust-0343,session-public-06367,DM,camp-private,2025-11-22,browse,open,,
lead-public-01308,cust-0350,session-public-06378,Paid Social,camp-move,2026-02-19,browse,open,,
lead-public-01309,cust-0357,session-public-06389,Instagram,camp-studio,2026-07-29,consider,lost,,
lead-public-01310,cust-0364,session-public-06400,Organic,organic,2026-07-08,browse,open,,
lead-public-01311,cust-0371,session-public-06411,DM,camp-private,2025-10-07,browse,open,,
lead-public-01312,cust-0378,session-public-06422,Paid Social,camp-move,2026-01-09,consider,open,,
lead-public-01313,cust-0385,session-public-06433,Instagram,camp-studio,2026-05-12,browse,lost,,
lead-public-01314,cust-0392,session-public-06444,Organic,organic,2026-08-01,browse,open,,
lead-public-01315,cust-0399,session-public-06455,DM,camp-private,2026-08-27,consider,open,,
lead-public-01316,cust-0006,session-public-06466,Paid Social,camp-move,2026-08-15,browse,open,,
lead-public-01317,cust-0013,session-public-06477,Instagram,camp-studio,2026-07-30,browse,lost,,
lead-public-01318,cust-0020,session-public-06488,Organic,organic,2026-05-24,consider,open,,
lead-public-01319,cust-0027,session-public-06499,DM,camp-private,2026-07-06,browse,open,,
lead-public-01320,cust-0034,session-public-06510,Paid Social,camp-move,2026-06-07,browse,open,,
lead-public-01321,cust-0041,session-public-06521,Instagram,camp-studio,2026-03-15,consider,lost,,
lead-public-01322,cust-0048,session-public-06532,Organic,organic,2026-05-15,browse,open,,
lead-public-01323,cust-0055,session-public-06543,DM,camp-private,2026-05-15,browse,open,,
lead-public-01324,cust-0062,session-public-06554,Paid Social,camp-move,2026-09-09,consider,open,,
lead-public-01325,cust-0069,session-public-06565,Instagram,camp-studio,2025-10-15,browse,lost,,
lead-public-01326,cust-0076,session-public-06576,Organic,organic,2026-07-13,browse,open,,
lead-public-01327,cust-0083,session-public-06587,DM,camp-private,2026-04-28,consider,open,,
lead-public-01328,cust-0090,session-public-06598,Paid Social,camp-move,2025-10-28,browse,open,,
lead-public-01329,cust-0097,session-public-06609,Instagram,camp-studio,2026-09-15,browse,lost,,
lead-public-01330,cust-0104,session-public-06620,Organic,organic,2026-09-07,consider,open,,
lead-public-01331,cust-0111,session-public-06631,DM,camp-private,2026-04-21,browse,open,,
lead-public-01332,cust-0118,session-public-06642,Paid Social,camp-move,2026-06-12,browse,open,,
lead-public-01333,cust-0125,session-public-06653,Instagram,camp-studio,2026-03-11,consider,lost,,
lead-public-01334,cust-0132,session-public-06664,Organic,organic,2026-04-14,browse,open,,
lead-public-01335,cust-0139,session-public-06675,DM,camp-private,2026-04-25,browse,open,,
lead-public-01336,cust-0146,session-public-06686,Paid Social,camp-move,2026-07-24,consider,open,,
