id,customer_id,channel,campaign_id,date,delivered_date,status
ord-01123,cust-0236,Organic,organic,2026-07-10,,pending
ord-01124,cust-0284,Organic,organic,2026-06-22,2026-06-24,delivered
ord-01125,cust-0379,DM,camp-private,2026-06-08,,shipped
ord-01126,cust-0098,Organic,organic,2026-04-04,2026-04-08,delivered
ord-01127,cust-0038,Paid Social,camp-move,2025-12-31,2026-01-05,delivered
ord-01128,cust-0227,Instagram,camp-studio,2026-08-17,,paid
ord-01129,cust-0308,Paid Social,camp-move,2026-04-09,2026-04-14,delivered
ord-01130,cust-0128,Instagram,camp-studio,2026-03-15,2026-03-19,delivered
ord-01131,cust-0261,Paid Social,camp-move,2026-05-20,2026-05-25,delivered
ord-01132,cust-0276,Instagram,camp-studio,2025-12-24,2025-12-27,delivered
ord-01133,cust-0080,Instagram,camp-studio,2026-03-27,,shipped
ord-01134,cust-0265,DM,camp-private,2026-05-22,,paid
ord-01135,cust-0156,Instagram,camp-studio,2026-09-05,2026-09-09,delivered
ord-01136,cust-0391,Instagram,camp-studio,2026-04-23,,pending
ord-01137,cust-0132,Organic,organic,2026-04-14,2026-04-19,delivered
ord-01138,cust-0111,Paid Social,camp-move,2026-08-04,,paid
ord-01139,cust-0200,Organic,organic,2026-09-09,,shipped
ord-01140,cust-0225,Instagram,camp-studio,2026-02-14,2026-02-16,delivered
ord-01141,cust-0339,Paid Social,camp-move,2026-02-02,,paid
ord-01142,cust-0161,Organic,organic,2026-08-16,2026-08-19,delivered
ord-01143,cust-0383,Instagram,camp-studio,2025-10-27,,shipped
ord-01144,cust-0031,Paid Social,camp-move,2026-06-28,2026-06-30,delivered
ord-01145,cust-0295,DM,camp-private,2026-03-11,,shipped
ord-01146,cust-0263,Paid Social,camp-move,2026-04-30,2026-05-03,delivered
ord-01147,cust-0379,DM,camp-private,2026-06-08,2026-06-12,delivered
ord-01148,cust-0206,Instagram,camp-studio,2026-07-13,2026-07-18,delivered
ord-01149,cust-0341,Organic,organic,2026-01-20,2026-01-24,delivered
ord-01150,cust-0076,Instagram,camp-studio,2026-04-04,2026-04-06,delivered
ord-01151,cust-0118,Instagram,camp-studio,2026-08-24,2026-08-29,delivered
ord-01152,cust-0226,Organic,organic,2026-01-15,2026-01-20,delivered
ord-01153,cust-0225,Instagram,camp-studio,2026-04-14,,paid
ord-01154,cust-0371,Instagram,camp-studio,2026-06-13,,shipped
ord-01155,cust-0185,Instagram,camp-studio,2026-05-24,2026-05-29,delivered
ord-01156,cust-0223,Instagram,camp-studio,2026-08-21,,cancelled
ord-01157,cust-0024,Organic,organic,2026-06-07,2026-06-09,delivered
ord-01158,cust-0090,Organic,organic,2026-06-14,,shipped
ord-01159,cust-0105,Paid Social,camp-move,2026-03-07,2026-03-11,delivered
ord-01160,cust-0241,DM,camp-private,2025-10-26,2025-10-31,delivered
ord-01161,cust-0034,Organic,organic,2026-05-09,2026-05-14,delivered
ord-01162,cust-0001,Paid Social,camp-move,2026-02-28,,pending
ord-01163,cust-0293,Instagram,camp-studio,2026-08-21,2026-08-24,delivered
ord-01164,cust-0095,Instagram,camp-studio,2026-08-25,,shipped
ord-01165,cust-0137,Instagram,camp-studio,2026-06-01,2026-06-04,delivered
ord-01166,cust-0198,Instagram,camp-studio,2026-08-11,2026-08-14,delivered
ord-01167,cust-0097,Organic,organic,2026-08-09,,cancelled
ord-01168,cust-0173,Organic,organic,2026-03-13,2026-03-17,delivered
ord-01169,cust-0343,Organic,organic,2026-03-16,2026-03-20,delivered
ord-01170,cust-0235,Instagram,camp-studio,2025-11-17,,shipped
ord-01171,cust-0262,Instagram,camp-studio,2026-08-25,,shipped
ord-01172,cust-0078,Organic,organic,2026-07-07,2026-07-11,delivered
ord-01173,cust-0052,Instagram,camp-studio,2026-09-05,2026-09-08,delivered
ord-01174,cust-0313,Organic,organic,2026-09-13,2026-09-18,delivered
ord-01175,cust-0376,DM,camp-private,2026-08-01,2026-08-06,delivered
ord-01176,cust-0128,Instagram,camp-studio,2026-03-20,,cancelled
ord-01177,cust-0345,Organic,organic,2026-02-10,2026-02-12,delivered
ord-01178,cust-0153,Paid Social,camp-move,2026-01-28,2026-01-31,delivered
ord-01179,cust-0131,DM,camp-private,2026-07-17,2026-07-20,delivered
ord-01180,cust-0116,Instagram,camp-studio,2026-06-16,,cancelled
ord-01181,cust-0341,Organic,organic,2026-06-02,,cancelled
ord-01182,cust-0376,Organic,organic,2026-02-10,,shipped
ord-01183,cust-0114,Paid Social,camp-move,2026-07-21,2026-07-26,delivered
ord-01184,cust-0342,Instagram,camp-studio,2026-04-16,2026-04-18,delivered
ord-01185,cust-0364,Paid Social,camp-move,2026-07-28,2026-07-30,delivered
ord-01186,cust-0222,Organic,organic,2026-08-30,2026-09-02,delivered
ord-01187,cust-0130,Organic,organic,2026-04-29,2026-05-02,delivered
ord-01188,cust-0395,DM,camp-private,2026-06-29,,shipped
ord-01189,cust-0171,DM,camp-private,2026-03-21,,shipped
ord-01190,cust-0047,Paid Social,camp-move,2026-08-15,2026-08-18,delivered
ord-01191,cust-0225,Organic,organic,2026-03-26,,cancelled
ord-01192,cust-0365,Organic,organic,2026-08-31,,shipped
ord-01193,cust-0069,Instagram,camp-studio,2026-04-07,,cancelled
ord-01194,cust-0043,Organic,organic,2026-03-06,2026-03-08,delivered
ord-01195,cust-0226,Organic,organic,2026-08-19,2026-08-23,delivered
ord-01196,cust-0266,Paid Social,camp-move,2026-07-16,2026-07-21,delivered
ord-01197,cust-0187,Instagram,camp-studio,2026-03-06,2026-03-09,delivered
ord-01198,cust-0275,Instagram,camp-studio,2026-03-14,,paid
ord-01199,cust-0255,Paid Social,camp-move,2026-07-21,,cancelled
ord-01200,cust-0034,Paid Social,camp-move,2026-05-09,,pending
